key,id,title,active,ab,type,channels,category,first_send_date,last_send_date,mobile_push_sent,mobile_push_ios_sent,mobile_push_android_sent,mobile_push_opened,mobile_push_ios_opened,mobile_push_android_opened,mobile_push_open_rate,mobile_push_ios_open_rate,mobile_push_android_open_rate,web_push_sent,web_push_delivered,web_push_opened,web_push_open_rate,inapp_sent,inapp_ios_sent,inapp_android_sent,inapp_delivered,inapp_ios_delivered,inapp_android_delivered,inapp_opened,inapp_ios_opened,inapp_android_opened,inapp_open_rate,inapp_ios_open_rate,inapp_android_open_rate,inbox_sent,inbox_delivered,inbox_opened,inbox_open_rate,inbox_clicked,inbox_click_rate,email_sent,email_failed,email_delivered,email_unsubscribed,email_complained,email_opened,email_clicked,email_open_rate,email_click_rate,sms_sent,sms_delivered,sms_clicked,sms_click_rate,sms_failed,sms_opened,sms_open_rate,rcs_sent,rcs_delivered,rcs_clicked,rcs_click_rate,rcs_failed,rcs_opened,rcs_open_rate,facebook_sent,facebook_delivered,facebook_opened,facebook_open_rate,whatsapp_sent,whatsapp_delivered,whatsapp_opened,whatsapp_open_rate,inweb_sent,inweb_delivered,inweb_opened,inweb_open_rate,app_opens_direct,actions_sent_unique,actions_converted_unique,actions_conversion,goals,goals_value,description,db_sort_index,sms_unsubscribed
541,125166458,AskNom1(DE+IR),0,0,Scheduled,Email,,"2025-04-16 12:00","2025-04-16 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931,49,882,6,0,288,80,32.65,9.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (16 Apr 2025)",541,
542,125135359,RsEaster1,0,0,Scheduled,Email,,"2025-04-14 14:00","2025-04-14 14:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919,126,793,3,0,176,20,22.19,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (14 Apr 2025)",542,
543,125086380,AskNom1(CZ),0,0,Scheduled,Email,,"2025-04-11 08:00","2025-04-11 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440,92,1348,0,0,347,191,25.74,14.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (11 Apr 2025)",543,
544,125070075,AskNom1(LT)(2),0,0,Scheduled,Email,,"2025-04-10 08:00","2025-04-10 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1779,69,1710,0,0,487,145,28.48,8.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (10 Apr 2025)",544,
545,125056205,AskNom1(LT)(1),0,0,Scheduled,Email,,"2025-04-09 09:00","2025-04-09 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1034,24,1010,4,0,254,44,25.15,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (09 Apr 2025)",545,
546,125038316,"Trustpilot Sendout (royspins.cyou)",0,0,Scheduled,Email,,"2025-04-08 08:00","2025-04-08 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0,73,2,0,31,12,42.47,16.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (08 Apr 2025)",546,
547,125024586,AskNom1(PH)(2),0,0,Scheduled,Email,,"2025-04-07 10:00","2025-04-07 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,40,417,0,0,41,16,9.83,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (07 Apr 2025)",547,
548,124982364,test,0,0,Scheduled,Email,,"2025-04-04 12:00","2025-04-04 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,21,0,0,20,0,95.24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (04 Apr 2025)",548,
549,124978798,AskNom1(PH)(1),0,0,Scheduled,Email,,"2025-04-04 08:00","2025-04-04 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497,59,438,0,0,26,9,5.94,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (04 Apr 2025)",549,
550,124967512,AskNom1(SE)(2),0,0,Scheduled,Email,,"2025-04-03 12:00","2025-04-03 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,157,242,1,0,64,23,26.45,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (03 Apr 2025)",550,
551,124936098,"Trustpilot Sendout (royspins.sbs)",0,0,Scheduled,Email,,"2025-04-01 11:00","2025-04-01 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,1,72,3,0,25,16,34.72,22.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (01 Apr 2025)",551,
552,124936275,AskNom1(SE)(1),0,0,Scheduled,Email,,"2025-04-01 11:00","2025-04-01 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596,93,503,9,0,133,18,26.44,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (01 Apr 2025)",552,
553,124922369,AskNom1(FI)(3),0,0,Scheduled,Email,,"2025-03-31 12:00","2025-03-31 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696,247,449,2,0,152,27,33.85,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (31 Mar 2025)",553,
554,124881398,FBDepBon,0,0,Scheduled,Email,,"2025-03-28 13:00","2025-03-28 13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,5,318,0,0,123,29,38.68,9.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (28 Mar 2025)",554,
555,124863408,AskNom1(FI)(2),0,0,Scheduled,Email,,"2025-03-27 13:00","2025-03-27 13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762,58,704,5,0,234,52,33.24,7.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (27 Mar 2025)",555,
556,124848503,AskNom1(FI)(1),0,0,Scheduled,Email,,"2025-03-26 13:00","2025-03-26 13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755,69,686,5,1,254,46,37.03,6.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (26 Mar 2025)",556,
557,124816307,"Trustpilot Sendout (royspins.cfd)",0,0,Scheduled,Email,,"2025-03-25 10:00","2025-03-25 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,2,76,2,0,37,14,48.68,18.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (25 Mar 2025)",557,
558,124693728,CRM:PatrickDay/100FS,0,0,Scheduled,Email,,"2025-03-17 12:00","2025-03-17 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,1,140,1,0,59,42,42.14,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (17 Mar 2025)",558,
559,124693727,CRM:PatrickDay/50FS,0,0,Scheduled,Email,,"2025-03-17 11:00","2025-03-17 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,1,478,3,0,256,172,53.56,35.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (17 Mar 2025)",559,
560,124693726,CRM:PatrickDay/25FS,0,0,Scheduled,Email,,"2025-03-17 11:00","2025-03-17 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,2,235,0,0,114,90,48.51,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (17 Mar 2025)",560,
561,124693725,CRM:PatrickDay/10FS,0,0,Scheduled,Email,,"2025-03-17 10:00","2025-03-17 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661,6,655,0,0,305,234,46.56,35.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (17 Mar 2025)",561,
562,124627001,AskNom1(0-50)(2),0,0,Scheduled,Email,,"2025-03-12 13:00","2025-03-12 13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,4,347,0,0,182,63,52.45,18.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (12 Mar 2025)",562,
563,124609271,AskNom1(0-50),0,0,Scheduled,Email,,"2025-03-11 14:00","2025-03-11 14:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,16,338,1,0,160,82,47.34,24.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (11 Mar 2025)",563,
564,124594481,AskNom3(500-3000)pol+,0,0,Scheduled,Email,,"2025-03-10 12:00","2025-03-10 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,5,285,2,0,167,127,58.6,44.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (10 Mar 2025)",564,
565,124544098,CRM:WomensDay/100FS,0,0,Scheduled,Email,,"2025-03-07 12:00","2025-03-07 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,2,101,0,0,42,30,41.58,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (07 Mar 2025)",565,
566,124544095,CRM:WomensDay/50FS,0,0,Scheduled,Email,,"2025-03-07 12:00","2025-03-07 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,1,234,4,0,87,54,37.18,23.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (07 Mar 2025)",566,
567,124544072,CRM:WomensDay/10FS,0,0,Scheduled,Email,,"2025-03-07 11:00","2025-03-07 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966,27,939,2,0,212,140,22.58,14.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (07 Mar 2025)",567,
568,124502353,AskNom2(100-501inclpol),0,0,Scheduled,Email,,"2025-03-04 12:00","2025-03-04 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484,7,477,1,0,277,222,58.07,46.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (04 Mar 2025)",568,
569,124500097,"TrustpilotSendout (royspins.biz)",0,0,Scheduled,Email,,"2025-03-04 10:00","2025-03-04 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,0,99,1,0,52,30,52.53,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (04 Mar 2025)",569,
570,124443063,AskNom4(1000-5000),0,0,Scheduled,Email,,"2025-02-28 13:00","2025-02-28 13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,2,158,1,0,67,48,42.41,30.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (28 Feb 2025)",570,
571,124410069,AskNom3(200-1000),0,0,Scheduled,Email,,"2025-02-26 13:00","2025-02-26 13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,6,366,2,0,115,49,31.42,13.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (26 Feb 2025)",571,
572,124394804,AskNom2(51-201),0,0,Scheduled,Email,,"2025-02-25 14:00","2025-02-25 14:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576,5,571,5,1,157,69,27.5,12.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (25 Feb 2025)",572,
573,124379075,AskNom1(all-pol),0,0,Scheduled,Email,,"2025-02-24 15:00","2025-02-24 15:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546,41,505,0,0,84,33,16.63,6.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (24 Feb 2025)",573,
574,124306856,CRM:ValentineDay/130FS/Reminder2,0,0,Scheduled,Email,,"2025-02-21 07:00","2025-02-21 07:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,0,89,0,0,51,19,57.3,21.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (21 Feb 2025)",574,
575,124306817,CRM:ValentineDay/80FS/Reminder2,0,0,Scheduled,Email,,"2025-02-21 07:00","2025-02-21 07:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,1,127,0,0,45,22,35.43,17.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (21 Feb 2025)",575,
576,124306793,CRM:ValentineDay/50FS/Reminder2,0,0,Scheduled,Email,,"2025-02-21 07:00","2025-02-21 07:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,5,248,1,0,119,48,47.98,19.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (21 Feb 2025)",576,
577,124312890,"AskNom1(DE,IE,NO,FI,CZ,SE)",0,0,Scheduled,Email,,"2025-02-20 13:00","2025-02-20 13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,4,327,3,0,109,26,33.33,7.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (20 Feb 2025)",577,
578,124293608,"AskNom1(BG,LT)",0,0,Scheduled,Email,,"2025-02-19 12:00","2025-02-19 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,6,438,2,0,192,42,43.84,9.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (19 Feb 2025)",578,
579,124290362,"TrustpilotSendout (royspins.club)",0,0,Scheduled,Email,,"2025-02-19 09:00","2025-02-19 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,69,0,0,33,14,47.83,20.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (19 Feb 2025)",579,
580,124261498,AskNom1(PT1),0,0,Scheduled,Email,,"2025-02-17 14:00","2025-02-17 14:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,5,199,0,0,10,12,5.03,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (17 Feb 2025)",580,
581,124212954,AskNom1,0,0,Scheduled,Email,,"2025-02-14 13:00","2025-02-14 13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789,26,763,0,0,191,53,25.03,6.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (14 Feb 2025)",581,
582,124175817,CRM:ValentineDay/130FS/Reminder,0,0,Scheduled,Email,,"2025-02-14 06:00","2025-02-14 06:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,0,85,0,0,46,18,54.12,21.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (14 Feb 2025)",582,
583,124175811,CRM:ValentineDay/50FS/Reminder,0,0,Scheduled,Email,,"2025-02-14 06:00","2025-02-14 06:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,3,235,2,0,127,45,54.04,19.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (14 Feb 2025)",583,
584,124175815,CRM:ValentineDay/80FS/Reminder,0,0,Scheduled,Email,,"2025-02-14 06:00","2025-02-14 06:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,1,123,1,0,60,19,48.78,15.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (14 Feb 2025)",584,
585,124157205,"TrustpilotSendout (royspins.net)",0,0,Scheduled,Email,,"2025-02-11 10:00","2025-02-11 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,1,97,1,0,24,15,24.74,15.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (11 Feb 2025)",585,
586,124094077,CRM:ValentineDay/130FS,0,0,Scheduled,Email,,"2025-02-10 07:00","2025-02-10 07:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,0,89,0,0,50,17,56.18,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (10 Feb 2025)",586,
587,124094072,CRM:ValentineDay/80FS,0,0,Scheduled,Email,,"2025-02-10 07:00","2025-02-10 07:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,2,132,0,0,60,26,45.45,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (10 Feb 2025)",587,
588,124094068,CRM:ValentineDay/50FS,0,0,Scheduled,Email,,"2025-02-10 07:00","2025-02-10 07:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,7,261,2,0,122,53,46.74,20.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (10 Feb 2025)",588,
589,124060510,"TrustpilotSendout (royspins.lt)",0,0,Scheduled,Email,,"2025-02-05 13:00","2025-02-05 13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,3,98,0,0,37,5,37.76,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (05 Feb 2025)",589,
590,123948497,RStgWeekly(19-27),0,0,Scheduled,Email,,"2025-01-29 12:00","2025-01-29 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,15,132,1,0,55,30,41.67,22.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (29 Jan 2025)",590,
591,123946178,"TrustpilotSendout (royspins.bet)",0,0,Scheduled,Email,,"2025-01-29 10:00","2025-01-29 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,4,193,0,0,108,53,55.96,27.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (29 Jan 2025)",591,
592,123910770,CRM:ChNewYear/100FS,0,0,Scheduled,Email,,"2025-01-28 10:00","2025-01-28 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,2,190,0,0,115,80,60.53,42.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (28 Jan 2025)",592,
593,123910759,CRM:ChNewYear/50FS,0,0,Scheduled,Email,,"2025-01-28 10:00","2025-01-28 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,2,45,0,0,26,17,57.78,37.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (28 Jan 2025)",593,
594,123910755,CRM:ChNewYear/25FS,0,0,Scheduled,Email,,"2025-01-28 09:00","2025-01-28 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,1,128,1,0,56,38,43.75,29.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (28 Jan 2025)",594,
595,123821208,RStgJan,0,0,Scheduled,Email,,"2025-01-21 12:00","2025-01-21 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,52,302,0,0,120,64,39.74,21.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (21 Jan 2025)",595,
596,123817764,"TrustpilotSendout (royspins.co)",0,0,Scheduled,Email,,"2025-01-21 10:00","2025-01-21 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,2,99,1,0,46,20,46.46,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (21 Jan 2025)",596,
597,123727517,"Trustpilot sendout (RS.xyz) (Second try)",0,0,Scheduled,Email,,"2025-01-15 12:00","2025-01-15 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,3,48,0,0,24,9,50,18.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (15 Jan 2025)",597,
598,123694596,"Trustpilot sendout (RS.xyz)",0,0,Scheduled,Email,,"2025-01-13 12:00","2025-01-13 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2,48,0,0,14,9,29.17,18.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (13 Jan 2025)",598,
599,123532000,WeeklytgRS,0,0,Scheduled,Email,,"2025-01-03 11:00","2025-01-03 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421,55,366,0,0,30,41,8.2,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (03 Jan 2025)",599,
